Estabelecimento,CodigoEstabelecimento,UnidadeOrganica,CodigoUnidadeOrganica,Natureza,TipoEnsino,NomeCurso,CodigoCurso,Grau,NumeroDiplomadosCurso,AmostraAceite,NumeroDiplomadosDesempregados,TaxaDesempregoRegistadoCurso,AnosLetivosDiplomados,Fonte
Universidade de Évora,600,Escola de Ciências Sociais,604,Público,Universitário,Relações Internacionais,9229,Licenciatura,102,Sim,10,"9,8",2009/10_2012/13,DGES
Universidade Atlântica,2700,Universidade Atlântica,2700,Privado,Universitário,Ciências da Nutrição,9554,Licenciatura,102,Sim,10,"9,8",2009/10_2012/13,DGEEC
Instituto Politécnico de Viseu,3180,Escola Superior de Tecnologia e Gestão de Viseu,3182,Público,Politécnico,Tecnologias e Design de Multimédia,9491,Licenciatura,122,Sim,12,"9,8",2009/10_2012/13,DGES
Escola Superior Náutica Infante D. Henrique,7105,Escola Superior Náutica Infante D. Henrique,7105,Público,Politécnico,Gestão de Transportes e Logística,9924,Licenciatura,61,Sim,6,"9,8",2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Engenharia Civil,9360,Mestrado Integrado,185,Sim,18,"9,7",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Ciências do Desporto,9707,Licenciatura,123,Sim,12,"9,7",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Economia,1104,Público,Universitário,Gestão,9147,Licenciatura,501,Sim,49,"9,7",2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências da Vida e do Ambiente,1204,Público,Universitário,Biologia,9011,Licenciatura,82,Sim,8,"9,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Belas-Artes,1502,Público,Universitário,Design de Comunicação,9070,Licenciatura,185,Sim,18,"9,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Agronomia,1515,Público,Universitário,Engenharia Zootécnica,9129,Licenciatura,103,Sim,10,"9,7",2009/10_2012/13,DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Economia,9081,Licenciatura,145,Sim,14,"9,7",2009/10_2012/13,DGEEC
Instituto Politécnico do Porto,3130,Instituto Superior de Contabilidade e Administração do Porto,3134,Público,Politécnico,Comércio Internacional,9716,Licenciatura,72,Sim,7,"9,7",2009/10_2012/13,DGES
Instituto Politécnico de Tomar,3240,Escola Superior de Tecnologia de Tomar,3242,Público,Politécnico,Engenharia Civil,9089,Licenciatura,164,Sim,16,"9,7",2009/10_2012/13,DGES
Instituto Superior de Ciências da Saúde Egas Moniz,4260,Instituto Superior de Ciências da Saúde Egas Moniz,4260,Privado,Universitário,Ciências da Saúde,9822,Licenciatura,31,Sim,3,"9,7",2009/10_2012/13,DGEEC
Instituto Politécnico de Bragança,3040,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",3045,Público,Politécnico,Gestão e Administração Pública,9165,Licenciatura,124,Sim,12,"9,6",2009/10_2012/13,DGES
Instituto Politécnico de Santarém,3140,Escola Superior de Gestão e Tecnologia de Santarém,3143,Público,Politécnico,Marketing e Publicidade,9206,Licenciatura,124,Sim,12,"9,6",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Ciências Empresariais,3153,Público,Politécnico,Marketing,9205,Licenciatura,218,Sim,21,"9,6",2009/10_2012/13,DGES
Universidade do Algarve,200,Escola Superior de Saúde,7035,Público,Politécnico,Análises Clínicas e de Saúde Pública,9497,Licenciatura,83,Sim,8,"9,6",2009/10_2012/13,DGES
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Marketing,9205,Licenciatura,115,Sim,11,"9,5",2009/10_2012/13,DGES
Universidade Fernando Pessoa,2750,Universidade Fernando Pessoa,2750,Privado,Universitário,Medicina Dentária,9548,Mestrado Integrado,348,Sim,33,"9,5",2009/10_2012/13,DGEEC
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Ciências da Educação,9026,Licenciatura,42,Sim,4,"9,5",2009/10_2012/13,DGEEC
Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,3023,Público,Politécnico,Gestão de Empresas,9152,Licenciatura,210,Sim,20,"9,5",2009/10_2012/13,DGES
Instituto Politécnico da Guarda,3090,Escola Superior de Tecnologia e Gestão,3092,Público,Politécnico,Gestão de Recursos Humanos,9157,Licenciatura,146,Sim,14,"9,5",2009/10_2012/13,DGES
Instituto Politécnico de Tomar,3240,Escola Superior de Gestão de Tomar,3241,Público,Politécnico,Gestão de Empresas,9152,Licenciatura,167,Sim,16,"9,5",2009/10_2012/13,DGES
Escola Superior de Saúde Jean Piaget - Algarve,4102,Escola Superior de Saúde Jean Piaget - Algarve,4102,Privado,Politécnico,Fisioterapia,9504,Licenciatura,189,Sim,18,"9,5",2009/10_2012/13,DGEEC
Universidade de Lisboa,1500,Faculdade de Letras,1506,Público,Universitário,Ciências da Linguagem,9040,Licenciatura,53,Sim,5,"9,4",2009/10_2012/13,DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Turismo,9254,Licenciatura,139,Sim,13,"9,4",2009/10_2012/13,DGEEC
Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,3023,Público,Politécnico,Engenharia Informática,9119,Licenciatura,85,Sim,8,"9,4",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Tecnologia do Barreiro,3154,Público,Politécnico,Gestão da Construção,9478,Licenciatura,53,Sim,5,"9,4",2009/10_2012/13,DGES
Instituto Politécnico de Tomar,3240,Escola Superior de Tecnologia de Tomar,3242,Público,Politécnico,Fotografia,9645,Licenciatura,74,Sim,7,"9,4",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Letras,1506,Público,Universitário,"Línguas, Literaturas e Culturas",9204,Licenciatura,376,Sim,35,"9,3",2009/10_2012/13,DGES
Universidade de Aveiro,300,Instituto Superior de Contabilidade e Administração de Aveiro,3011,Público,Politécnico,Contabilidade,9056,Licenciatura,419,Sim,39,"9,3",2009/10_2012/13,DGES
Universidade de Aveiro,300,Escola Superior de Saúde de Aveiro,3013,Público,Politécnico,Gerontologia,9833,Licenciatura,75,Sim,7,"9,3",2009/10_2012/13,DGES
Universidade do Algarve,200,"Escola Superior de Gestão, Hotelaria e Turismo",3082,Público,Politécnico,Gestão Hoteleira,9173,Licenciatura,129,Sim,12,"9,3",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Engenharia Mecatrónica,9751,Licenciatura,54,Sim,5,"9,2",2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Matemática,9209,Licenciatura,65,Sim,6,"9,2",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Agronomia,1515,Público,Universitário,Arquitectura Paisagista,8258,Licenciatura,228,Sim,21,"9,2",2009/10_2012/13,DGES
Universidade de Aveiro,300,Escola Superior de Saúde de Aveiro,3013,Público,Politécnico,Radiologia,9505,Licenciatura,76,Sim,7,"9,2",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Música e das Artes do Espectáculo,3132,Público,Politécnico,"Música, variante de Produção e Tecnologias da Música",9840,Licenciatura,54,Sim,5,"9,2",2009/10_2012/13,DGES
Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Desporto e Lazer de Melgaço,3165,Público,Politécnico,Desporto e Lazer,9731,Licenciatura,97,Sim,9,"9,2",2009/10_2012/13,DGES
Universidade Autónoma de Lisboa Luís de Camões,2100,Universidade Autónoma de Lisboa Luís de Camões,2100,Privado,Universitário,Ciências da Comunicação,9023,Licenciatura,154,Sim,14,"9,1",2009/10_2012/13,DGEEC
Universidade Lusíada de Vila Nova de Famalicão,2402,Universidade Lusíada de Vila Nova de Famalicão,2402,Privado,Universitário,Marketing,9205,Licenciatura,44,Sim,4,"9,1",2009/10_2012/13,DGEEC
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Gestão de Recursos Humanos,9157,Licenciatura,372,Sim,34,"9,1",2009/10_2012/13,DGEEC
Instituto Politécnico de Lisboa,3110,Instituto Superior de Engenharia de Lisboa,3118,Público,Politécnico,Engenharia Civil,9089,Licenciatura,522,Sim,48,"9,1",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Educação,3131,Público,Politécnico,Tradução e Interpretação em Língua Gestual Portuguesa,9807,Licenciatura,120,Sim,11,"9,1",2009/10_2012/13,DGES
Instituto Superior de Ciências Educativas,4270,Instituto Superior de Ciências Educativas,4270,Privado,Politécnico,Educação Física e Desporto,9736,Licenciatura,198,Sim,18,"9,1",2009/10_2012/13,DGEEC
Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,203,Público,Universitário,Bioquímica,9015,Licenciatura,33,Sim,3,9,2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Línguas e Relações Empresariais,9196,Licenciatura,143,Sim,13,9,2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Engenharia Química,9461,Mestrado Integrado,100,Sim,9,9,2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Filosofia,9139,Licenciatura,66,Sim,6,9,2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Belas-Artes,1502,Público,Universitário,Pintura,9790,Licenciatura,121,Sim,11,9,2009/10_2012/13,DGES
Universidade Católica Portuguesa,2200,Faculdade de Teologia,2240,Privado,Universitário,Ciências Religiosas,9452,Licenciatura,67,Sim,6,9,2009/10_2012/13,DGEEC
Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Tecnologia e Gestão,3163,Público,Politécnico,Engenharia Electrónica e Redes de Computadores,9750,Licenciatura,66,Sim,6,9,2009/10_2012/13,DGES
Escola Superior de Hotelaria e Turismo do Estoril,7110,Escola Superior de Hotelaria e Turismo do Estoril,7110,Público,Politécnico,Gestão do Lazer e Animação Turística,9163,Licenciatura,165,Sim,15,9,2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,7220,Público,Politécnico,Farmácia,9549,Licenciatura,100,Sim,9,9,2009/10_2012/13,DGES
Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,1110,Público,Universitário,Ciências do Meio Aquático,9708,Licenciatura,56,Sim,5,"8,9",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Agronomia,1515,Público,Universitário,Engenharia Agronómica,9086,Licenciatura,145,Sim,13,"8,9",2009/10_2012/13,DGES
Universidade Lusíada,2400,Universidade Lusíada,2400,Privado,Universitário,Economia,9081,Licenciatura,112,Sim,10,"8,9",2009/10_2012/13,DGEEC
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Engenharia Civil,9089,Licenciatura,212,Sim,19,"8,9",2009/10_2012/13,DGES
Escola Superior Gallaecia,4025,Escola Superior Gallaecia,4025,Privado,Universitário,Arquitectura e Urbanismo,9507,Mestrado Integrado,45,Sim,4,"8,9",2009/10_2012/13,DGEEC
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,História,9181,Licenciatura,169,Sim,15,"8,8",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,Tradução,9252,Licenciatura,158,Sim,14,"8,8",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Letras,1107,Público,Universitário,"Línguas, Literaturas e Culturas",9204,Licenciatura,249,Sim,22,"8,8",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Agronomia,1515,Público,Universitário,Engenharia do Ambiente,9099,Licenciatura,79,Sim,7,"8,8",2009/10_2012/13,DGES
Universidade Atlântica,2700,Universidade Atlântica,2700,Privado,Universitário,Gestão em Saúde,9170,Licenciatura,34,Sim,3,"8,8",2009/10_2012/13,DGEEC
Instituto Politécnico de Coimbra,3060,Escola Superior de Educação de Coimbra,3062,Público,Politécnico,Língua Gestual Portuguesa,9774,Licenciatura,113,Sim,10,"8,8",2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Comunicação Social,3113,Público,Politécnico,Audiovisual e Multimédia,9010,Licenciatura,180,Sim,16,"8,8",2009/10_2012/13,DGES
Instituto Universitário da Maia - ISMAI,4358,Instituto Universitário da Maia - ISMAI,4358,Privado,Universitário,Educação Física e Desporto,9736,Licenciatura,683,Sim,60,"8,8",2009/10_2012/13,DGEEC
Universidade de Coimbra,500,Faculdade de Economia,503,Público,Universitário,Gestão,9147,Licenciatura,285,Sim,25,"8,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Letras,1506,Público,Universitário,Estudos Africanos,9131,Licenciatura,57,Sim,5,"8,7",2009/10_2012/13,DGES
Instituto Superior de Saúde do Alto Ave,4460,Instituto Superior de Saúde do Alto Ave,4460,Privado,Politécnico,Enfermagem,9500,Licenciatura,368,Sim,32,"8,7",2009/10_2012/13,DGEEC
Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,7220,Público,Politécnico,Dietética e Nutrição,8149,Licenciatura,126,Sim,11,"8,7",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Tecnologia da Saúde do Porto,7230,Público,Politécnico,Fisioterapia,9504,Licenciatura,229,Sim,20,"8,7",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,Ciência Política e Relações Internacionais,9020,Licenciatura,278,Sim,24,"8,6",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,Ciências da Comunicação,9023,Licenciatura,337,Sim,29,"8,6",2009/10_2012/13,DGES
Universidade Fernando Pessoa,2750,Escola Superior de Saúde,2752,Privado,Politécnico,Fisioterapia,9504,Licenciatura,302,Sim,26,"8,6",2009/10_2012/13,DGEEC
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Artes Aplicadas de Castelo Branco,3055,Público,Politécnico,Design de Comunicação e Produção Audiovisual,9907,Licenciatura,138,Sim,12,"8,6",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Instituto Superior de Engenharia do Porto,3135,Público,Politécnico,Engenharia Química,9125,Licenciatura,186,Sim,16,"8,6",2009/10_2012/13,DGES
ISCTE - Instituto Universitário de Lisboa,6800,ISCTE - Instituto Universitário de Lisboa,6800,Público,Universitário,História Moderna e Contemporânea,9927,Licenciatura,81,Sim,7,"8,6",2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola Superior de Enfermagem de Vila Real,7080,Público,Politécnico,Enfermagem,9500,Licenciatura,277,Sim,24,"8,6",2009/10_2012/13,DGES
Universidade do Algarve,200,Faculdade de Economia,204,Público,Universitário,Economia,9081,Licenciatura,129,Sim,11,"8,5",2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Química,9223,Licenciatura,35,Sim,3,"8,5",2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências Humanas e Sociais,1202,Público,Universitário,Educação Básica,9853,Licenciatura,164,Sim,14,"8,5",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Medicina Dentária,1508,Público,Universitário,Higiene Oral,9556,Licenciatura,164,Sim,14,"8,5",2009/10_2012/13,DGES
Universidade Lusíada,2400,Universidade Lusíada,2400,Privado,Universitário,Direito,9078,Licenciatura,342,Sim,29,"8,5",2009/10_2012/13,DGEEC
Instituto Politécnico de Bragança,3040,Escola Superior de Educação de Bragança,3042,Público,Politécnico,Educação Ambiental,9082,Licenciatura,47,Sim,4,"8,5",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Gestão,9147,Licenciatura,338,Sim,29,"8,5",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Turismo e Tecnologia do Mar de Peniche,3105,Público,Politécnico,Gestão Turística e Hoteleira,9178,Licenciatura,246,Sim,21,"8,5",2009/10_2012/13,DGES
Instituto Politécnico de Santarém,3140,Escola Superior Agrária de Santarém,3141,Público,Politécnico,Tecnologia Alimentar,L015,Licenciatura,129,Sim,11,"8,5",2009/10_2012/13,DGES
Escola Superior de Enfermagem S. Francisco das Misericórdias,4096,Escola Superior de Enfermagem S. Francisco das Misericórdias,4096,Privado,Politécnico,Enfermagem,9500,Licenciatura,94,Sim,8,"8,5",2009/10_2012/13,DGEEC
Instituto Superior de Ciências da Saúde Egas Moniz,4260,Instituto Superior de Ciências da Saúde Egas Moniz,4260,Privado,Universitário,Ciências Farmacêuticas,9494,Mestrado Integrado,234,Sim,20,"8,5",2009/10_2012/13,DGEEC
Universidade Europeia,4350,Universidade Europeia,4350,Privado,Universitário,Gestão Hoteleira,9173,Licenciatura,259,Sim,22,"8,5",2009/10_2012/13,DGEEC
Instituto Superior de Línguas e Administração de Leiria,4354,Instituto Superior de Línguas e Administração de Leiria,4354,Privado,Universitário,Gestão de Empresas,9152,Licenciatura,59,Sim,5,"8,5",2009/10_2012/13,DGEEC
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Design de Moda,9071,Licenciatura,106,Sim,9,"8,4",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Agronomia,1515,Público,Universitário,Biologia,9011,Licenciatura,107,Sim,9,"8,4",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Ciências Sociais e Políticas,1516,Público,Universitário,Relações Internacionais,9229,Licenciatura,296,Sim,25,"8,4",2009/10_2012/13,DGES
Universidade Autónoma de Lisboa Luís de Camões,2100,Universidade Autónoma de Lisboa Luís de Camões,2100,Privado,Universitário,Gestão,9147,Licenciatura,311,Sim,26,"8,4",2009/10_2012/13,DGEEC
Universidade Católica Portuguesa,2200,Faculdade de Ciências Humanas,2220,Privado,Universitário,Comunicação Social e Cultural,9453,Licenciatura,463,Sim,39,"8,4",2009/10_2012/13,DGEEC
Instituto Politécnico de Coimbra,3060,Escola Superior Agrária de Coimbra,3061,Público,Politécnico,Engenharia Agro-Pecuária,9619,Licenciatura,154,Sim,13,"8,4",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Música e das Artes do Espectáculo,3132,Público,Politécnico,"Teatro, variante de Interpretação",9842,Licenciatura,59,Sim,5,"8,4",2009/10_2012/13,DGES
Instituto Politécnico de Viseu,3180,Escola Superior de Tecnologia e Gestão de Viseu,3182,Público,Politécnico,Engenharia Mecânica,9123,Licenciatura,107,Sim,9,"8,4",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,7210,Público,Politécnico,Fisioterapia,9504,Licenciatura,118,Sim,10,"8,4",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,501,Público,Universitário,Química,9223,Licenciatura,60,Sim,5,"8,3",2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Engenharia e Gestão Industrial,9509,Mestrado Integrado,156,Sim,13,"8,3",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Desporto,1111,Público,Universitário,Ciências do Desporto,9707,Licenciatura,685,Sim,57,"8,3",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Belas-Artes,1502,Público,Universitário,Arte Multimédia,9904,Licenciatura,155,Sim,13,"8,3",2009/10_2012/13,DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Engenharia Informática,9119,Licenciatura,132,Sim,11,"8,3",2009/10_2012/13,DGEEC
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Engenharia Electrotécnica,9109,Licenciatura,191,Sim,16,"8,3",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Turismo e Tecnologia do Mar de Peniche,3105,Público,Politécnico,Turismo,9254,Licenciatura,132,Sim,11,"8,3",2009/10_2012/13,DGES
Escola Superior de Saúde Jean Piaget de Viseu,4103,Escola Superior de Saúde Jean Piaget de Viseu,4103,Privado,Politécnico,Enfermagem,9500,Licenciatura,302,Sim,25,"8,3",2009/10_2012/13,DGEEC
Escola Superior de Saúde Egas Moniz,4106,Escola Superior de Saúde Egas Moniz,4106,Privado,Politécnico,Prótese Dentária,9791,Licenciatura,120,Sim,10,"8,3",2009/10_2012/13,DGEEC
